,0,1,2,3,4,0,1,2,3,4
41,Status.Recovered,MI,0.0001,4.487111549171999,5.568975323756284,Status.Recovered,MI,0.0001,5.386524349966406,6.809359737917059
42,Status.Recovered,MI,0.15,4.184575357086757,0.4608307526780928,Status.Recovered,MI,0.0001,6.514069983215034,4.375847837158926
43,Status.Recovered,MI,0.15,4.362631316779398,2.062228035440788,Status.Recovered,MI,0.0001,4.935323627251085,4.822410908962067
44,Status.Recovered,MI,0.0001,4.49983981374281,4.938704124594739,Status.Recovered,MI,0.0001,4.3642116724614395,3.855485343635049
45,Status.Recovered,MI,0.0001,3.685359022750569,5.829378687866454,Status.Recovered,MI,0.0001,6.173103912430331,6.44981273246124
46,Status.Recovered,MI,0.0001,5.340926841599176,4.7186446307807035,Status.Recovered,MI,0.0001,6.245492949672524,2.655110072768348
47,Status.Recovered,MI,0.0001,6.5708915629681535,6.527675558891163,Status.Recovered,MI,0.0001,6.897159803468183,4.803907575506193
48,Status.Recovered,MI,0.0001,5.291013465731176,6.137147769659405,Status.Recovered,MI,0.0001,5.549364656105537,6.59715368440917
49,Status.Recovered,MI,0.0001,4.8826708647936945,5.916967876316195,Status.Recovered,MI,0.0001,3.0667758650106904,4.686533888184337
50,Status.Recovered,MI,0.0001,6.593539820779715,3.8316473729467226,Status.Recovered,MI,0.0001,4.309010382686081,5.609179893747363
51,Status.Recovered,MI,0.0001,4.6664272043636545,6.37296767192789,Status.Recovered,MI,0.0001,4.131887956844735,7.162221787958461
52,Status.Susceptible,MI,0.0001,6.013978524330979,4.571391002539406,Status.Recovered,MI,0.0001,4.593105350235522,4.420985684225059
53,Status.Recovered,MI,0.0001,4.364225433624251,5.461176205923506,Status.Recovered,MI,0.0001,3.623372778103346,4.476789025108784
54,Status.Recovered,MI,0.0001,5.099443331314885,6.0006606631754424,Status.Recovered,MI,0.0001,4.7026339478092565,3.2002198660363117
55,Status.Recovered,MI,0.0001,4.070057974933634,6.788460871157878,Status.Recovered,MI,0.0001,3.268840289048807,4.4469451482458595
56,Status.Recovered,MI,0.0001,3.4690273124395556,6.674598844017491,Status.Recovered,MI,0.0001,6.188653712389152,3.915018476713364
57,Status.Recovered,MI,0.0001,4.385010112348469,5.020260698023824,Status.Recovered,MI,0.0001,4.7655195853956105,4.805509068790208
58,Status.Recovered,MI,0.0001,4.773788086870455,6.730237648542552,Status.Recovered,MI,0.0001,7.125161678903979,6.556589273347387
59,Status.Recovered,MI,0.0001,4.603499393744893,5.346704290162309,Status.Recovered,MI,0.0001,6.441439808402764,5.657014532265434
60,Status.Recovered,MI,0.0001,5.9613796791719516,5.328105994314107,Status.Recovered,MI,0.0001,4.451266603102671,4.492186941717428
61,Status.Recovered,MI,0.15,4.550329344673164,2.9046773496250196,Status.Recovered,MI,0.0001,4.468042234211416,4.929080407955659
62,Status.Recovered,MI,0.0001,5.361473055253228,5.693083871471007,Status.Recovered,MI,0.0001,4.08675238570315,4.197843519093137
63,Status.Recovered,MI,0.15,5.330483044933218,1.5113485801066813,Status.Dead,MI,0.0001,3.8909949196244282,5.312115884776539
64,Status.Recovered,MI,0.0001,5.1108367966354855,5.8708429824240405,Status.Recovered,MI,0.0001,4.136755923990519,5.658841876969087
65,Status.Recovered,MI,0.0001,4.93869134052022,4.5364153541723775,Status.Recovered,MI,0.0001,5.358674418562009,4.045100058618433
66,Status.Recovered,MI,0.0001,6.0751695115588555,4.843122947297005,Status.Recovered,MI,0.0001,4.527254589383043,6.536835083714509
67,Status.Recovered,MI,0.0001,5.381734162139894,6.656882669434829,Status.Recovered,MI,0.0001,4.484089068457303,3.6120957587911664
68,Status.Recovered,MI,0.0001,4.648848519146953,5.154641378968836,Status.Recovered,MI,0.0001,5.274551992427646,6.259056695884832
69,Status.Recovered,MI,0.0001,4.992031033360093,5.209080079832917,Status.Recovered,MI,0.0001,6.967741775506683,4.72811759674829
70,Status.Recovered,MI,0.0001,3.988095267268556,5.783168336034676,Status.Recovered,MI,0.0001,4.321268092713795,5.270563114541482
71,Status.Recovered,MI,0.0001,4.0194853761716445,6.516594996843033,Status.Recovered,MI,0.0001,5.097842509342271,7.12679260629937
72,Status.Recovered,MI,0.0001,6.689781109199924,4.949454488534863,Status.Recovered,MI,0.0001,6.289826022501701,5.968753649071172
73,Status.Recovered,MI,0.0001,4.078350862100912,5.979795986655224,Status.Susceptible,MI,0.0001,3.8715584288191245,3.438612040061895
74,Status.Recovered,MI,0.15,4.583067909840882,4.393475496909962,Status.Recovered,MI,0.0001,3.2133683778802062,5.932152848379182
75,Status.Recovered,MI,0.0001,5.856310651618938,5.744570687780833,Status.Recovered,MI,0.0001,4.718748279627296,4.656007969299963
76,Status.Recovered,MI,0.0001,3.702566097847962,7.372263789605976,Status.Recovered,MI,0.0001,4.303241086101865,4.715520619682704
77,Status.Recovered,MI,0.0001,3.854663867062519,7.540086941221167,Status.Recovered,MI,0.15,3.893498198893062,1.645281190217609
78,Status.Recovered,MI,0.0001,5.447998446541167,3.7726883388513066,Status.Recovered,MI,0.0001,5.598007448069412,4.6447569289525505
79,Status.Recovered,MI,0.0001,5.566443527589086,6.081876047472267,Status.Recovered,MI,0.0001,3.3182787665031745,3.6512784933533355
80,Status.Recovered,MI,0.0001,7.027471477511599,5.263135095702926,Status.Recovered,MI,0.0001,5.687163760420135,5.724030057188016
81,Status.Recovered,MI,0.15,5.220581131702013,0.18900619982038114,Status.Recovered,MI,0.0001,4.111282787111581,4.757568358785446
82,Status.Recovered,MI,0.0001,5.088632866973238,3.8621850056741835,Status.Recovered,MI,0.15,5.108411406159239,1.7249915630964756
83,Status.Recovered,MI,0.15,6.248809384685637,1.3297535151270032,Status.Recovered,MI,0.0001,4.106152308666611,4.5178162112709455
84,Status.Recovered,MI,0.0001,5.919693900766674,6.5698200927685475,Status.Recovered,MI,0.0001,3.9701559011772707,5.035968815739011
85,Status.Recovered,MI,0.0001,4.578094133212336,7.225464408860444,Status.Recovered,MI,0.0001,5.720451937079062,5.734958165777219
86,Status.Recovered,MI,0.0001,4.911115133171349,4.467979561409635,Status.Recovered,MI,0.0001,6.19642535068448,5.821284835383605
87,Status.Recovered,MI,0.0001,6.066954049330724,3.8700456076679686,Status.Recovered,MI,0.0001,3.8064631184532556,5.55973519422785
88,Status.Recovered,MI,0.0001,5.21557244251175,6.0893221424564965,Status.Recovered,MI,0.0001,3.775810713239924,5.227394700395121
89,Status.Recovered,MI,0.0001,5.839401022651687,4.348384403343397,Status.Recovered,MI,0.0001,5.6875853854153124,5.937180115333813
90,Status.Recovered,MI,0.0001,5.305586060437236,3.968858939878284,Status.Recovered,MI,0.15,5.40045094092181,1.2052001340532774
91,Status.Recovered,MI,0.0001,2.4616121285911925,4.642221243860778,Status.Recovered,MI,0.0001,4.949661702983672,4.61294707545889
92,Status.Recovered,MI,0.0001,5.799405634256178,5.085517306297292,Status.Recovered,MI,0.0001,5.357514528467618,4.72070768696243
93,Status.Recovered,MI,0.0001,5.034630490673995,4.719346106548434,Status.Recovered,MI,0.0001,4.659201294879341,5.245225802965999
94,Status.Recovered,MI,0.0001,5.440699901199849,4.7088321188851925,Status.Recovered,MI,0.0001,5.153789556341513,5.618380594131051
95,Status.Recovered,MI,0.0001,5.0895333067788675,5.0371199579179855,Status.Recovered,MI,0.0001,5.730761409419099,8.22669483626358
96,Status.Recovered,MI,0.0001,4.733676030642265,5.155835120987082,Status.Recovered,MI,0.0001,5.0025876328956,3.783372058115039
97,Status.Recovered,MI,0.0001,4.84266518412644,6.352379909291743,Status.Recovered,MI,0.0001,5.319533607163231,5.092821124155315
98,Status.Recovered,MI,0.0001,4.071231636740271,3.693685927220046,Status.Recovered,MI,0.0001,6.638386840706004,4.353066425224428
99,Status.Recovered,MI,0.0001,4.527544645537307,6.1097230622033205,Status.Recovered,MI,0.0001,4.3882740044222395,5.89182985752044
100,Status.Recovered,MI,0.0001,6.024660759484885,4.212521734845131,Status.Recovered,MI,0.0001,4.643038775566352,4.392290179670068
101,Status.Recovered,MI,0.0001,6.09807836639182,6.030397737035616,Status.Recovered,MI,0.0001,5.529219640118024,6.511245300971457
102,Status.Recovered,MI,0.0001,4.726015697846041,5.987236336031027,Status.Recovered,MI,0.0001,6.183270598356148,6.722810235114402
103,Status.Recovered,MI,0.0001,4.066941946043043,6.581283207201941,Status.Recovered,MI,0.15,3.756980069373845,2.6974283166124993
104,Status.Recovered,MI,0.0001,4.966168839941814,7.76213295044794,Status.Recovered,MI,0.0001,4.1130975003278705,6.974628701772964
105,Status.Recovered,MI,0.0001,4.160185827996858,4.4179713636263624,Status.Recovered,MI,0.0001,6.362237985754588,3.516783159779894
106,Status.Recovered,MI,0.0001,6.154298614478801,5.645406464849923,Status.Recovered,MI,0.0001,3.8183177646583815,5.947961988345218
107,Status.Recovered,MI,0.0001,3.753767009652379,4.065173588258767,Status.Recovered,MI,0.0001,6.621676222604224,4.111957111744018
108,Status.Recovered,MI,0.0001,6.851983310272718,7.430592144094852,Status.Recovered,MI,0.0001,5.7525766765228195,3.2023045885328436
109,Status.Recovered,MI,0.0001,6.268540037803487,5.960753513406956,Status.Recovered,MI,0.0001,5.248720361134304,7.456092385041909
110,Status.Recovered,MI,0.0001,4.630731466511517,3.5414266013733062,Status.Recovered,MI,0.0001,6.457974395471942,7.236063077666509
111,Status.Recovered,MI,0.0001,2.357430232547881,4.971675854703759,Status.Recovered,MI,0.0001,4.341561877350366,3.257192644073601
112,Status.Recovered,MI,0.0001,2.8914406663632883,5.986355565009443,Status.Recovered,MI,0.0001,6.057795087483488,4.652400380780152
113,Status.Recovered,MI,0.0001,6.277295929405685,6.278305083269654,Status.Recovered,MI,0.0001,4.5720606623627225,4.211285698310275
114,Status.Recovered,MI,0.0001,3.9654478568370206,6.583206163202238,Status.Recovered,MI,0.0001,4.5594775213733145,5.165062662042667
115,Status.Recovered,MI,0.15,4.069761630609051,1.1464095674408576,Status.Recovered,MI,0.15,5.208729949523678,0.055352922783210357
116,Status.Recovered,MI,0.0001,4.538342902699146,8.159066889233603,Status.Recovered,MI,0.0001,4.605342379700165,3.8777582549270897
117,Status.Recovered,MI,0.0001,4.662059530901488,5.603247508298288,Status.Recovered,MI,0.0001,4.248699598110125,5.6262235809333685
118,Status.Recovered,MI,0.0001,5.436692572989595,5.638667183074075,Status.Recovered,MI,0.0001,4.6665335751004084,5.053822207096319
119,Status.Recovered,MI,0.0001,5.182724485525323,5.981262593444478,Status.Recovered,MI,0.0001,4.405220432701574,3.8000555579387685
120,Status.Recovered,MI,0.0001,4.029937447463402,5.020999209230316,Status.Recovered,MI,0.0001,5.454767080645718,4.299162147205971
121,Status.Recovered,MI,0.15,5.32345047777848,3.56939364641008,Status.Recovered,MI,0.0001,6.86292408644279,4.361851929697453
122,Status.Recovered,MI,0.0001,4.466046575466132,3.08189337645471,Status.Recovered,MI,0.0001,6.11441928692242,7.281042261931521
123,Status.Recovered,MI,0.0001,5.111624052987678,5.689546790527175,Status.Recovered,MI,0.15,5.833466721035612,2.1944284675185717
124,Status.Recovered,MI,0.0001,6.144507525002508,4.297885431383949,Status.Recovered,MI,0.0001,4.692588694370736,6.275168570051468
125,Status.Recovered,MI,0.0001,5.061278738422008,6.682158722738285,Status.Recovered,MI,0.0001,4.452326504982801,6.278777407484039
126,Status.Recovered,MI,0.0001,3.986813606561029,7.11798166690825,Status.Recovered,MI,0.0001,4.482799397256758,4.643022135383026
127,Status.Recovered,MI,0.0001,5.138595506287058,5.4257917915711005,Status.Recovered,MI,0.0001,5.5902331319268095,6.0512336964209865
128,Status.Recovered,MI,0.0001,4.1731303893309635,8.03815588132725,Status.Recovered,MI,0.0001,3.7460091311844783,4.143252859165077
129,Status.Recovered,MI,0.15,3.9355580042338025,1.9703027370574335,Status.Recovered,MI,0.0001,3.264757434682416,5.517318101902061
130,Status.Recovered,MI,0.0001,5.65044702709279,4.741833664050863,Status.Recovered,MI,0.0001,5.035473987374529,3.92273861073802
131,Status.Recovered,MI,0.0001,6.73041826912,4.85370996896497,Status.Recovered,MI,0.0001,4.863650756689554,5.924047939793365
132,Status.Recovered,MI,0.0001,5.930785015521525,4.226959895835753,Status.Recovered,MI,0.15,6.643461664958375,1.709601869390271
133,Status.Recovered,MI,0.0001,4.993035182480048,5.702713589393452,Status.Recovered,MI,0.0001,5.8796207964142155,5.48430914276993
134,Status.Recovered,MI,0.0001,4.990911705215318,4.873680384696973,Status.Recovered,MI,0.0001,4.174568269316943,3.362082883069079
135,Status.Recovered,MI,0.0001,5.297326853931393,5.711220414560988,Status.Recovered,MI,0.0001,3.9587835702620398,6.27458976851947
136,Status.Recovered,MI,0.0001,5.126146009091515,6.220390931774062,Status.Recovered,MI,0.0001,5.306283666931217,5.0106713716276445
137,Status.Recovered,MI,0.0001,4.8473346827348225,7.0219305899972095,Status.Recovered,MI,0.0001,6.32901794271638,4.331587587069948
138,Status.Recovered,MI,0.0001,4.978606783899018,5.0182672341457195,Status.Recovered,MI,0.0001,7.155161664398942,4.1498298900553845
139,Status.Recovered,MI,0.0001,5.816353654231834,5.39831819939807,Status.Recovered,MI,0.0001,4.516030269902842,6.218963117268724
140,Status.Recovered,MI,0.0001,7.230467920946012,6.61839649109605,Status.Recovered,MI,0.0001,5.658466497140113,4.38570973282568
141,Status.Recovered,MI,0.0001,5.88368340990217,3.258258154326396,Status.Recovered,MI,0.0001,5.057998133723401,6.600471003874487
142,Status.Recovered,MI,0.15,4.681541966315061,2.7428414002693198,Status.Recovered,MI,0.0001,5.608447756216164,6.69114786097596
143,Status.Recovered,MI,0.0001,4.9019656059892425,4.445635428927222,Status.Recovered,MI,0.0001,5.130176836552222,5.322986803055505
144,Status.Recovered,MI,0.0001,5.422034005071957,7.214321084707374,Status.Recovered,MI,0.0001,5.181401845812082,6.448633785813155
145,Status.Recovered,MI,0.0001,4.377366486927251,6.148629274512681,Status.Recovered,MI,0.0001,4.2343577706559365,3.5764386766547362
146,Status.Recovered,MI,0.0001,5.646440515415313,7.263656419694804,Status.Recovered,MI,0.0001,4.668607729880651,5.3995791532314055
147,Status.Recovered,MI,0.0001,5.430856481231764,5.034146605471254,Status.Recovered,MI,0.0001,4.58718118253441,4.899965762362795
148,Status.Recovered,MI,0.0001,5.272193573432266,5.93027914904824,Status.Recovered,MI,0.0001,4.7319716753397305,6.6295350654220115
149,Status.Recovered,MI,0.0001,5.188707804471775,4.419726318123823,Status.Recovered,MI,0.0001,5.475436938463388,5.2242022631564575
150,Status.Recovered,MI,0.0001,4.717903518125841,5.615556608930845,Status.Recovered,MI,0.15,5.9438475794236005,1.5878587045162988
151,Status.Recovered,MI,0.0001,5.933049265854867,7.059814981947056,Status.Recovered,MI,0.0001,4.1813613599822865,6.117161575652548
152,Status.Recovered,MI,0.0001,5.806696035480368,5.113565212463291,Status.Recovered,MI,0.0001,3.8806058795359695,5.09255402815738
153,Status.Recovered,MI,0.0001,6.607068573541423,6.659357295423428,Status.Recovered,MI,0.0001,4.567610221593985,2.6293100579444846
154,Status.Recovered,MI,0.0001,3.5894174620245174,4.110287629538004,Status.Recovered,MI,0.0001,5.866953392458649,5.5906731236982825
155,Status.Recovered,MI,0.0001,4.544921529755923,5.304519163521043,Status.Recovered,MI,0.0001,5.051688208854512,4.832261782641282
156,Status.Recovered,MI,0.0001,5.943057372703679,6.316492029520277,Status.Recovered,MI,0.0001,7.365328324824084,4.9014960554213545
157,Status.Recovered,MI,0.0001,5.261377845499732,4.8940350390025635,Status.Recovered,MI,0.0001,4.723074527463494,4.740532641096899
158,Status.Recovered,MI,0.0001,5.579426667071781,4.79561293294183,Status.Recovered,MI,0.0001,6.018123781560315,4.913557628184677
159,Status.Recovered,MI,0.0001,4.2651046421149985,6.145857466014722,Status.Recovered,MI,0.0001,4.873729447483736,5.787545026281215
160,Status.Recovered,MI,0.0001,5.123885325396974,4.802703079512042,Status.Recovered,MI,0.0001,4.350799637002791,4.830951111712167
161,Status.Recovered,MI,0.0001,4.942632590950207,5.1046386573348315,Status.Recovered,MI,0.0001,6.4310835918682425,5.139197777741939
162,Status.Recovered,MI,0.0001,5.010574771927043,5.023726430497627,Status.Recovered,MI,0.0001,4.65439354980461,3.159691844176164
163,Status.Recovered,MI,0.0001,6.4926619831715175,6.40866646165572,Status.Recovered,MI,0.0001,1.8860487180720993,6.297950910930762
164,Status.Recovered,MI,0.0001,4.750769980123666,7.179240536216989,Status.Susceptible,MI,0.0001,4.122539196930944,3.303017368948457
165,Status.Recovered,MI,0.0001,4.050642132216441,3.5060610106892787,Status.Recovered,MI,0.0001,3.5506400496528716,4.323564839361254
166,Status.Recovered,MI,0.0001,3.3800639241954844,5.0631318680683,Status.Recovered,MI,0.0001,5.419525918313497,4.838188059488175
167,Status.Recovered,MI,0.0001,6.952147596052352,6.006048541162579,Status.Recovered,MI,0.0001,4.4950978768982575,4.840578063312303
168,Status.Recovered,MI,0.0001,4.290667638399764,5.342595172194443,Status.Recovered,MI,0.0001,5.553239356789568,4.26008226713076
169,Status.Recovered,MI,0.0001,4.355640234332073,5.8174166579130215,Status.Recovered,MI,0.0001,3.4961620739626484,4.403548206537178
170,Status.Recovered,MI,0.0001,4.837224577814333,5.409179907678013,Status.Recovered,MI,0.0001,4.913573035587386,5.59063626251891
171,Status.Recovered,MI,0.0001,5.7159155693133155,4.441736465617034,Status.Recovered,MI,0.0001,2.6644545916676843,3.2963173586587735
172,Status.Recovered,MI,0.0001,3.6391638148101917,5.924458057965279,Status.Recovered,MI,0.0001,4.651159119692963,4.395401126161665
173,Status.Recovered,MI,0.0001,4.667618266394143,5.679177238932257,Status.Recovered,MI,0.0001,2.586257687850992,4.315899199696917
174,Status.Recovered,MI,0.0001,4.67557137481016,5.081422467444855,Status.Recovered,MI,0.0001,2.7273771719582083,3.6108924555508626
175,Status.Recovered,MI,0.0001,6.444190089659262,5.420305553281734,Status.Recovered,MI,0.0001,3.7636467271076244,3.8338049598606814
176,Status.Recovered,MI,0.0001,4.758841745610722,6.081137186343916,Status.Recovered,MI,0.0001,6.611337362627503,4.816747709893479
177,Status.Recovered,MI,0.0001,4.866655974372724,4.0240573247517695,Status.Recovered,MI,0.0001,3.016800700326937,4.33163458331138
178,Status.Recovered,MI,0.0001,4.495784369645389,5.536821926859672,Status.Recovered,MI,0.0001,4.337364307131075,5.253305434914553
179,Status.Recovered,MI,0.0001,4.6971311238488305,4.7834046849569125,Status.Recovered,MI,0.0001,4.58461690629729,5.726716358325032
180,Status.Recovered,MI,0.0001,4.863544718030911,6.578378144320319,Status.Recovered,MI,0.0001,4.858151291848488,4.608875974306143
181,Status.Recovered,MI,0.0001,4.245020058941139,3.711888104472191,Status.Recovered,MI,0.0001,3.1440023578402028,5.48862802397488
182,Status.Recovered,MI,0.0001,4.506229046094855,6.784582382587514,Status.Recovered,MI,0.0001,4.832327695270978,6.183025471556379
183,Status.Recovered,MI,0.0001,5.354504890041242,5.615843972392512,Status.Recovered,MI,0.0001,5.278399066321237,5.2358855996221445
184,Status.Recovered,MI,0.0001,4.145270025900051,5.137671719835931,Status.Recovered,MI,0.15,5.380767352188201,4.40900368392735
185,Status.Recovered,MI,0.0001,5.104798310307401,5.226073850253655,Status.Recovered,MI,0.0001,5.016417921420475,4.822276857385687
186,Status.Recovered,MI,0.0001,3.8646705017012417,5.8075304086439825,Status.Recovered,MI,0.0001,5.0971096988620825,5.580889530651665
187,Status.Recovered,MI,0.0001,7.489291734706509,5.480584141076474,Status.Recovered,MI,0.15,4.061008662366985,1.2957724678555311
188,Status.Recovered,MI,0.0001,5.167666331741656,7.6489985466244885,Status.Recovered,MI,0.15,6.239022024970206,3.717523015847299
189,Status.Recovered,MI,0.0001,3.0852418529524277,6.020843617218189,Status.Recovered,MI,0.0001,6.906327789140619,6.85336744258538
190,Status.Recovered,MI,0.0001,5.945988054255545,3.4046434627291964,Status.Recovered,MI,0.0001,3.6898608854785815,5.000828718376648
191,Status.Recovered,MI,0.0001,6.0655109824528965,5.589895180520429,Status.Recovered,MI,0.0001,6.097790551431891,5.667788101663153
192,Status.Recovered,MI,0.15,4.532781237931258,1.19828080669543,Status.Recovered,MI,0.0001,3.175436515753679,5.337658882605227
193,Status.Recovered,MI,0.0001,6.385407480605937,6.885268947713944,Status.Recovered,MI,0.0001,2.0261629414240137,5.258480710149875
194,Status.Recovered,MI,0.0001,5.916370072219202,4.997934617989769,Status.Recovered,MI,0.0001,5.084046888283968,4.424158046535471
195,Status.Recovered,MI,0.0001,4.597784373642902,5.222317063782767,Status.Recovered,MI,0.0001,3.9838111656658546,6.232975016028883
196,Status.Recovered,MI,0.0001,5.902083222620712,5.599252035343805,Status.Recovered,MI,0.0001,4.714440800137972,4.9622385151127455
197,Status.Recovered,MI,0.0001,3.879075362961644,6.067029278146464,Status.Recovered,MI,0.0001,4.687764202855605,7.5990848313091455
198,Status.Recovered,MI,0.15,5.3127304871410495,2.2612155880781604,Status.Recovered,MI,0.0001,4.6853107921715385,5.466345700780088
199,Status.Recovered,MI,0.0001,4.1390111838622925,5.020014491532809,Status.Recovered,MI,0.0001,5.467547131014879,4.465673373511576
200,Status.Recovered,MI,0.15,5.234187504410357,1.158174191701764,Status.Recovered,MI,0.0001,4.700035613106119,4.525758913518485
201,Status.Recovered,MI,0.0001,4.482437334192657,5.19691275227394,Status.Recovered,MI,0.0001,5.894257735312695,3.0876040708334305
202,Status.Recovered,MI,0.0001,4.068912006932523,5.680196445343415,Status.Recovered,MI,0.0001,5.411985372743849,4.774000991833115
203,Status.Recovered,MI,0.0001,2.3173173215725344,8.10423820006474,Status.Recovered,MI,0.15,4.716099570509107,3.263827465273478
204,Status.Recovered,MI,0.0001,4.277779213594875,3.03857581110642,Status.Recovered,MI,0.0001,5.107784455818332,6.054769402036846
205,Status.Recovered,MI,0.0001,5.48425180890024,6.002888153649004,Status.Recovered,MI,0.0001,4.884499132238049,3.4350844959365516
206,Status.Recovered,MI,0.0001,4.974083371168685,5.412719196006362,Status.Recovered,MI,0.0001,4.558183713700114,3.160630047496198
207,Status.Recovered,MI,0.0001,5.8246538469460285,4.399246761590455,Status.Recovered,MI,0.0001,4.257153077479279,5.692132872535988
208,Status.Recovered,MI,0.0001,4.624945546706888,4.785325979358732,Status.Recovered,MI,0.0001,6.392623305263162,6.305664755813879
